State,Year,Crop,Area,Rain,Production
7,2006,20,54,1716.9,18.2
7,2006,23,2030,1716.9,586.7
7,2006,17,732,1716.9,671.2
7,2006,30,20,1716.9,21.2
7,2006,41,442,1716.9,145.4
7,2006,39,3000,1716.9,5000
7,2006,20,319,1716.9,111.3
7,2006,23,3,1716.9,0.8
7,2006,50,145,1716.9,170.2
7,2006,17,4,1716.9,3.5
7,2006,79,982,1716.9,316.2
7,2006,30,9,1716.9,9
7,2006,41,370,1716.9,115.8
7,2006,47,378,1716.9,2855.4
7,2006,83,1,1716.9,0.5
7,2006,105,436,1716.9,92.9
7,2006,39,30000,1716.9,44000
7,2006,20,3234,1716.9,688.8
7,2006,52,47,1716.9,2357.6
7,2006,23,68,1716.9,28
7,2007,17,184,1633.8,159.5
7,2007,30,120,1633.8,82.2
7,2007,41,1201,1633.8,221
7,2007,83,1,1633.8,0.2
7,2007,39,16000,1633.8,16000
7,2007,20,49,1633.8,9.6
7,2007,23,1190,1633.8,288
7,2007,17,227,1633.8,249.9
7,2007,30,15,1633.8,18.6
7,2007,41,533,1633.8,179.1
7,2007,39,2000,1633.8,4000
7,2007,20,398,1633.8,134.5
7,2007,23,1,1633.8,0.3
7,2007,50,144,1633.8,211.7
7,2007,79,819,1633.8,236.7
7,2007,30,1,1633.8,1.7
7,2007,41,228,1633.8,54.5
7,2007,47,347,1633.8,2628.5
7,2007,105,352,1633.8,79.9
7,2007,39,26000,1633.8,39000
7,2007,20,1593,1633.8,347.3
7,2007,52,42,1633.8,2070.2
7,2007,23,55,1633.8,16.1
7,2008,17,105,1538.9,98.1
7,2008,30,115,1538.9,93.2
7,2008,41,1185,1538.9,254.8
7,2008,39,18000,1538.9,18000
7,2008,20,58,1538.9,15.3
7,2008,23,1240,1538.9,336
7,2008,17,215,1538.9,206.4
7,2008,30,5,1538.9,6.6
7,2008,41,559,1538.9,185.6
7,2008,20,61,1538.9,19.7
7,2008,23,2,1538.9,1
7,2008,50,72,1538.9,105.1
7,2008,17,1,1538.9,0.7
7,2008,79,815,1538.9,275.5
7,2008,30,4,1538.9,5.9
7,2008,41,216,1538.9,61.3
7,2008,47,308,1538.9,2753.5
7,2008,105,354,1538.9,78.2
7,2008,39,27000,1538.9,38000
7,2008,20,1783,1538.9,427.9
7,2008,52,43,1538.9,2084
7,2008,23,44,1538.9,16.3
7,2009,17,28,1330.3,23.6
7,2009,30,67,1330.3,61.8
7,2009,41,712,1330.3,189.4
7,2009,39,16000,1330.3,13000
7,2009,20,55,1330.3,15.6
7,2009,23,905,1330.3,241.6
7,2009,17,210,1330.3,189.2
7,2009,30,3,1330.3,3.9
7,2009,41,354,1330.3,115.1
7,2009,20,66,1330.3,19.7
7,2009,23,18,1330.3,7
7,2009,50,108,1330.3,146.3
7,2009,79,618,1330.3,214.4
7,2009,30,1,1330.3,1.8
7,2009,41,206,1330.3,64.9
7,2009,47,251,1330.3,2205
7,2009,105,287,1330.3,69.7
7,2009,39,27000,1330.3,34000
7,2009,20,1209,1330.3,344.6
7,2009,52,15,1330.3,763.7
7,2009,23,51,1330.3,17.6
7,2010,17,193,1291.9,146.7
7,2010,30,211,1291.9,257.4
7,2010,41,916,1291.9,241.8
7,2010,83,1,1291.9,0.4
7,2010,39,19000,1291.9,10000
7,2010,20,167,1291.9,71.8
7,2010,23,1216,1291.9,372.1
7,2010,17,93,1291.9,87.3
7,2010,30,3,1291.9,4.2
7,2010,41,423,1291.9,135.8
7,2010,20,22,1291.9,10.3
7,2010,23,5,1291.9,1.9
7,2010,50,28,1291.9,39.5
7,2010,79,767,1291.9,251.6
7,2010,30,4,1291.9,5.1
7,2010,41,368,1291.9,101.6
7,2010,47,221,1291.9,1858.2
7,2010,105,197,1291.9,40.4
7,2010,39,23000,1291.9,20000
7,2010,20,1697,1291.9,424.3
7,2010,52,29,1291.9,1548.3
7,2010,23,103,1291.9,41.2
7,2011,17,118,1346.2,116.7
7,2011,30,92,1346.2,102.5
7,2011,41,514,1346.2,84.3
7,2011,39,14000,1346.2,15000
7,2011,20,27,1346.2,6.5
7,2011,23,714,1346.2,162.8
7,2011,17,11,1346.2,13.7
7,2011,30,2,1346.2,2.4
7,2011,41,108,1346.2,27.2
7,2011,20,35,1346.2,10.2
7,2011,23,5,1346.2,1.9
7,2011,50,12,1346.2,17.3
7,2011,79,602,1346.2,157.1
7,2011,30,10,1346.2,12.6
7,2011,41,340,1346.2,79.2
7,2011,56,1,1346.2,0.1
7,2011,47,219,1346.2,1770.6
7,2011,105,236,1346.2,43
7,2011,39,24000,1346.2,46000
7,2011,20,756,1346.2,161.8
7,2011,52,21,1346.2,1098.7
7,2011,23,40,1346.2,11.8
7,2012,17,98,1405.9,126.3
7,2012,30,95,1405.9,113.1
7,2012,41,450,1405.9,101.3
7,2012,39,17000,1405.9,35000
7,2012,20,1,1405.9,0.2
7,2012,23,698,1405.9,189.9
7,2012,17,213,1405.9,315.7
7,2012,30,5,1405.9,7.2
7,2012,41,91,1405.9,36.4
7,2012,39,111000,1405.9,7000
7,2012,20,24,1405.9,6.1
7,2012,23,11,1405.9,4.4
7,2012,50,34,1405.9,64.4
7,2012,79,632,1405.9,226.3
7,2012,30,5,1405.9,6.4
7,2012,41,571,1405.9,190.7
7,2012,47,232,1405.9,2156.2
7,2012,105,338,1405.9,78.1
7,2012,39,26000,1405.9,76000
7,2012,20,706,1405.9,180.7
7,2012,52,12,1405.9,555.8
7,2012,23,66,1405.9,30.6
7,2013,17,22,1632.4,41.6
7,2013,30,37,1632.4,53.5
7,2013,41,43,1632.4,11.4
7,2013,39,16000,1632.4,28000
7,2013,23,71,1632.4,22.3
7,2013,17,64,1632.4,106.9
7,2013,30,7,1632.4,10.6
7,2013,41,110,1632.4,36.7
7,2013,39,2000,1632.4,5000
7,2013,20,94,1632.4,25.6
7,2013,50,8,1632.4,15.6
7,2013,79,241,1632.4,82.2
7,2013,41,45,1632.4,12.9
7,2013,47,149,1632.4,1258.3
7,2013,105,250,1632.4,59.3
7,2013,39,34000,1632.4,92000
7,2013,20,380,1632.4,93.5
7,2013,52,5,1632.4,277.7
7,2013,23,5,1632.4,1.5
7,2014,17,65,1536.9,112.5
7,2014,30,47,1536.9,76.4
7,2014,39,20000,1536.9,47000
7,2014,23,139,1536.9,47
7,2014,17,17,1536.9,25.3
7,2014,30,4,1536.9,8.3
7,2014,41,382,1536.9,151.3
7,2014,20,34,1536.9,10.5
7,2014,50,4,1536.9,7.1
7,2014,79,339,1536.9,123.1
7,2014,41,52,1536.9,13.5
7,2014,47,318,1536.9,3017.5
7,2014,105,237,1536.9,57.4
7,2014,39,29000,1536.9,101000
7,2014,20,271,1536.9,58.8
7,2014,52,11,1536.9,542.5
7,2014,23,3,1536.9,0.9
7,2015,17,19,1210.1,48.5
7,2015,30,50,1210.1,75.2
7,2015,41,24,1210.1,8.2
7,2015,39,14000,1210.1,17000
7,2015,20,5,1210.1,1.7
7,2015,23,246,1210.1,81.2
7,2015,17,8,1210.1,12.5
7,2015,30,4,1210.1,8.3
7,2015,41,103,1210.1,29.5
7,2015,20,10,1210.1,2.9
7,2015,23,1,1210.1,0.3
7,2015,50,2,1210.1,3.9
7,2015,79,232,1210.1,72.6
7,2015,30,2,1210.1,2.7
7,2015,41,13,1210.1,3.3
7,2015,47,126,1210.1,1166.8
7,2015,105,15,1210.1,3.7
7,2015,39,33000,1210.1,30000
7,2015,20,105,1210.1,21.9
7,2015,52,16,1210.1,769.4
7,1997,78,322,1504.5,32
7,1997,17,1939,1504.5,1220
7,1997,30,112,1504.5,55
7,1997,85,20607,1504.5,19162
7,1997,83,61,1504.5,27
7,1997,20,27,1504.5,1
7,1997,23,261,1504.5,40
7,1997,50,11,1504.5,5
7,1997,78,904,1504.5,203
7,1997,17,298,1504.5,308
7,1997,30,1,1504.5,2
7,1997,85,3569,1504.5,7593
7,1997,20,264,1504.5,68
7,1997,23,34,1504.5,8
7,1997,47,389,1504.5,3890
7,1997,78,609,1504.5,110
7,1997,17,4078,1504.5,4946
7,1997,79,2042,1504.5,560
7,1997,85,102055,1504.5,149524
7,1997,20,2413,1504.5,343
7,1997,52,467,1504.5,23888
7,1997,23,5467,1504.5,1394
7,1998,17,1666,1357.1,1140
7,1998,30,90,1357.1,54
7,1998,41,296,1357.1,38
7,1998,83,40,1357.1,16
7,1998,39,18221,1357.1,17839
7,1998,23,542,1357.1,80
7,1998,17,2879,1357.1,2830
7,1998,30,2,1357.1,2
7,1998,41,1090,1357.1,196
7,1998,39,2953,1357.1,2775
7,1998,20,155,1357.1,14
7,1998,23,3,1357.1,1
7,1998,50,40,1357.1,56
7,1998,17,1010,1357.1,825
7,1998,79,1841,1357.1,495
7,1998,41,466,1357.1,71
7,1998,47,347,1357.1,3992
7,1998,105,151,1357.1,16
7,1998,39,101428,1357.1,162852
7,1998,20,2647,1357.1,376
7,1998,52,721,1357.1,51554
7,1998,23,4979,1357.1,1245
7,1999,39,18000,1484.3,15000
7,1999,78,6460,1484.3,4210
7,1999,32,340,1484.3,150
7,1999,45,100,1484.3,10
7,1999,35,2090,1484.3,1420
7,1999,7,410,1484.3,1300
7,1999,17,10060,1484.3,8280
7,1999,30,2390,1484.3,1280
7,1999,1,1470,1484.3,8330
7,1999,41,8910,1484.3,1340
7,1999,83,180,1484.3,80
7,1999,20,22070,1484.3,4610
7,1999,91,320,1484.3,140
7,1999,67,190,1484.3,1600
7,1999,89,790,1484.3,1190
7,1999,23,11550,1484.3,2380
7,1999,32,800,1484.3,470
7,1999,49,910,1484.3,470
7,1999,35,1610,1484.3,1010
7,1999,90,1410,1484.3,4370
7,1999,101,420,1484.3,170
7,1999,17,10380,1484.3,18670
7,1999,79,6890,1484.3,1160
7,1999,30,350,1484.3,370
7,1999,41,23900,1484.3,5930
7,1999,105,4370,1484.3,550
7,1999,20,5080,1484.3,920
7,1999,103,540,1484.3,860
7,1999,67,840,1484.3,7900
7,1999,23,20270,1484.3,5130
7,1999,50,630,1484.3,830
7,1999,39,2850,1484.3,5540
7,1999,12,3110,1484.3,36980
7,1999,47,390,1484.3,4290
7,1999,2,110,1484.3,610
7,1999,39,106000,1484.3,87000
7,1999,52,1500,1484.3,77160
7,2000,39,15640,1097.2,6260
7,2000,78,6070,1097.2,4490
7,2000,32,420,1097.2,210
7,2000,45,70,1097.2,90
7,2000,7,240,1097.2,420
7,2000,17,5789,1097.2,4201
7,2000,79,1254,1097.2,238.3
7,2000,30,159,1097.2,138.5
7,2000,1,1320,1097.2,7850
7,2000,41,1669,1097.2,214.9
7,2000,83,67,1097.2,20.7
7,2000,20,1634,1097.2,143.1
7,2000,91,270,1097.2,140
7,2000,23,2776,1097.2,422.9
7,2000,32,450,1097.2,350
7,2000,101,190,1097.2,80
7,2000,34,30,1097.2,16
7,2000,105,52,1097.2,2.1
7,2000,65,30,1097.2,20
7,2000,103,190,1097.2,170
7,2000,50,24,1097.2,23.8
7,2000,39,1010,1097.2,1700
7,2000,49,500,1097.2,250
7,2000,35,3300,1097.2,2800
7,2000,90,700,1097.2,2210
7,2000,12,1580,1097.2,13430
7,2000,47,301,1097.2,3270.4
7,2000,2,70,1097.2,370
7,2000,52,554,1097.2,29170.9
7,2000,67,810,1097.2,6610
7,2000,89,350,1097.2,820
7,2000,39,108250,1097.2,65440
7,2001,7,270,1672.5,490
7,2001,17,5125,1672.5,4988
7,2001,79,1975,1672.5,630
7,2001,30,76,1672.5,37.5
7,2001,41,2224,1672.5,497.7
7,2001,83,25,1672.5,11.4
7,2001,39,125000,1672.5,234000
7,2001,20,1459,1672.5,244.8
7,2001,23,6898,1672.5,2139.3
7,2001,105,177,1672.5,20.2
7,2001,50,38,1672.5,50.8
7,2001,49,510,1672.5,240
7,2001,35,3420,1672.5,2910
7,2001,90,680,1672.5,2140
7,2001,12,870,1672.5,6610
7,2001,47,360,1672.5,4160.9
7,2001,52,402,1672.5,25323.6
7,2001,67,850,1672.5,7070
7,2001,89,420,1672.5,980
7,2002,78,4220,1102.8,3070
7,2002,32,350,1102.8,160
7,2002,7,270,1102.8,490
7,2002,17,5523,1102.8,4209.3
7,2002,79,1643,1102.8,351.6
7,2002,30,60,1102.8,35.1
7,2002,41,763,1102.8,151.9
7,2002,83,6,1102.8,2.5
7,2002,39,115000,1102.8,56000
7,2002,20,1430,1102.8,149.5
7,2002,91,230,1102.8,120
7,2002,23,4510,1102.8,1122.2
7,2002,32,590,1102.8,310
7,2002,101,280,1102.8,100
7,2002,34,440,1102.8,210
7,2002,105,44,1102.8,5.4
7,2002,103,100,1102.8,60
7,2002,50,9,1102.8,10.3
7,2002,49,650,1102.8,310
7,2002,35,2500,1102.8,2130
7,2002,90,550,1102.8,1730
7,2002,12,770,1102.8,5840
7,2002,47,235,1102.8,2491.5
7,2002,52,427,1102.8,25145.2
7,2002,67,3490,1102.8,28990
7,2002,89,420,1102.8,980
7,2003,78,4620,1648.2,3370
7,2003,32,380,1648.2,170
7,2003,7,280,1648.2,500
7,2003,17,5832,1648.2,6817.9
7,2003,79,1122,1648.2,410.7
7,2003,30,167,1648.2,122.4
7,2003,41,2278,1648.2,620.2
7,2003,83,26,1648.2,13.5
7,2003,39,117000,1648.2,215000
7,2003,20,802,1648.2,160.5
7,2003,91,230,1648.2,120
7,2003,103,150,1648.2,70
7,2003,23,6259,1648.2,2201.3
7,2003,32,760,1648.2,410
7,2003,101,420,1648.2,160
7,2003,34,600,1648.2,280
7,2003,105,284,1648.2,52.3
7,2003,103,130,1648.2,80
7,2003,50,27,1648.2,43.4
7,2003,49,540,1648.2,260
7,2003,35,2550,1648.2,2170
7,2003,90,550,1648.2,1720
7,2003,12,740,1648.2,5620
7,2003,47,310,1648.2,3791.3
7,2003,52,409,1648.2,25959.2
7,2003,67,3250,1648.2,27450
7,2003,89,380,1648.2,890
7,2004,17,1662,1290.4,997.2
7,2004,30,139,1290.4,105.8
7,2004,41,87,1290.4,11.4
7,2004,83,13,1290.4,5.2
7,2004,39,16000,1290.4,10000
7,2004,20,50,1290.4,5.7
7,2004,23,55,1290.4,8.8
7,2004,32,380,1290.4,190
7,2004,7,295,1290.4,531
7,2004,91,250,1290.4,127
7,2004,32,526,1290.4,250
7,2004,101,338,1290.4,135
7,2004,34,540,1290.4,248
7,2004,65,2,1290.4,1
7,2004,103,129,1290.4,79
7,2004,17,4776,1290.4,6323.4
7,2004,30,5,1290.4,9.8
7,2004,41,1186,1290.4,373.6
7,2004,39,2000,1290.4,3000
7,2004,20,57,1290.4,17.4
7,2004,50,18,1290.4,28.9
7,2004,49,708,1290.4,340
7,2004,35,3792,1290.4,3220
7,2004,90,710,1290.4,2227
7,2004,12,1063,1290.4,8069
7,2004,67,3298,1290.4,27809
7,2004,89,407,1290.4,950
7,2004,17,413,1290.4,818.2
7,2004,79,1200,1290.4,321.6
7,2004,30,10,1290.4,19.3
7,2004,41,403,1290.4,100.3
7,2004,47,338,1290.4,3741.7
7,2004,105,82,1290.4,11.4
7,2004,39,105000,1290.4,155000
7,2004,20,1127,1290.4,209.6
7,2004,52,656,1290.4,37965.3
7,2004,23,6046,1290.4,1608.2
7,2005,17,1507,1503.4,1045.9
7,2005,30,163,1503.4,134.4
7,2005,41,277,1503.4,23
7,2005,83,5,1503.4,1.8
7,2005,39,15000,1503.4,15000
7,2005,20,15,1503.4,3.4
7,2005,23,118,1503.4,34.5
7,2005,17,4285,1503.4,6744.6
7,2005,30,15,1503.4,25.1
7,2005,41,1829,1503.4,656.6
7,2005,39,3000,1503.4,7000
7,2005,20,50,1503.4,18.1
7,2005,23,2,1503.4,0.2
7,2005,50,20,1503.4,24.2
7,2005,17,126,1503.4,136.8
7,2005,79,1516,1503.4,482.1
7,2005,41,1118,1503.4,296.3
7,2005,47,280,1503.4,3039.1
7,2005,105,247,1503.4,32.9
7,2005,39,104000,1503.4,205000
7,2005,20,1294,1503.4,295
7,2005,52,787,1503.4,46039.5
7,2005,23,5948,1503.4,1629.8
7,2006,17,1154,1716.9,834.3
7,2006,30,115,1716.9,87.8
7,2006,41,169,1716.9,23.8
7,2006,83,6,1716.9,2.9
7,2006,39,12000,1716.9,12000
7,2006,20,17,1716.9,4.8
7,2006,23,76,1716.9,15.8
7,2006,17,1556,1716.9,2043
7,2006,30,4,1716.9,7.7
7,2006,41,878,1716.9,236.2
7,2006,39,2000,1716.9,3000
7,2006,20,93,1716.9,23.7
7,2006,50,25,1716.9,38.2
7,2006,17,1192,1716.9,1860.7
7,2006,79,1006,1716.9,298.8
7,2006,30,1,1716.9,1.9
7,2006,41,457,1716.9,100.5
7,2006,47,307,1716.9,3202
7,2006,105,88,1716.9,11.1
7,2006,39,100000,1716.9,147000
7,2006,20,911,1716.9,164
7,2006,52,1220,1716.9,75231.3
7,2006,23,3726,1716.9,1080.5
7,2007,17,1197,1633.8,808
7,2007,30,99,1633.8,86.8
7,2007,41,141,1633.8,13.3
7,2007,83,13,1633.8,8.5
7,2007,39,14000,1633.8,14000
7,2007,20,2,1633.8,0.4
7,2007,23,66,1633.8,14.8
7,2007,17,4409,1633.8,6441.5
7,2007,30,6,1633.8,9.4
7,2007,41,2138,1633.8,801.8
7,2007,39,2000,1633.8,5000
7,2007,20,166,1633.8,43
7,2007,23,22,1633.8,6.8
7,2007,50,6,1633.8,7.9
7,2007,17,19,1633.8,26.2
7,2007,79,2067,1633.8,661.4
7,2007,30,1,1633.8,1.2
7,2007,41,728,1633.8,194.4
7,2007,47,421,1633.8,5326.9
7,2007,105,119,1633.8,14.9
7,2007,39,101000,1633.8,202000
7,2007,20,941,1633.8,146.8
7,2007,52,779,1633.8,50809.5
7,2007,23,7272,1633.8,2428.8
7,2008,17,1250,1538.9,943.8
7,2008,30,56,1538.9,56.4
7,2008,41,144,1538.9,20
7,2008,83,21,1538.9,10.6
7,2008,39,9000,1538.9,10000
7,2008,20,3,1538.9,0.7
7,2008,23,50,1538.9,15.8
7,2008,17,3191,1538.9,4317.4
7,2008,79,1,1538.9,0.2
7,2008,30,7,1538.9,9.1
7,2008,41,1001,1538.9,367.4
7,2008,39,2000,1538.9,4000
7,2008,20,17,1538.9,5.5
7,2008,23,4,1538.9,1.4
7,2008,50,28,1538.9,37.3
7,2008,17,1,1538.9,1.1
7,2008,79,1049,1538.9,375.5
7,2008,30,9,1538.9,12.6
7,2008,41,490,1538.9,149.5
7,2008,47,245,1538.9,2953.5
7,2008,105,112,1538.9,15.8
7,2008,39,101000,1538.9,169000
7,2008,20,537,1538.9,90.8
7,2008,52,305,1538.9,19382.1
7,2008,23,3909,1538.9,1352.5
7,2009,17,814,1330.3,566.5
7,2009,30,46,1330.3,39.2
7,2009,41,93,1330.3,5.2
7,2009,83,6,1330.3,2.6
7,2009,39,10000,1330.3,10000
7,2009,20,13,1330.3,4
7,2009,23,75,1330.3,22.4
7,2009,17,3311,1330.3,4728.1
7,2009,30,2,1330.3,3.2
7,2009,41,1310,1330.3,479.5
7,2009,39,1000,1330.3,2000
7,2009,20,16,1330.3,6.2
7,2009,23,21,1330.3,2.7
7,2009,50,2,1330.3,2.5
7,2009,17,268,1330.3,369.6
7,2009,79,1153,1330.3,475
7,2009,41,759,1330.3,264.9
7,2009,47,297,1330.3,4234
7,2009,105,197,1330.3,31.3
7,2009,39,99000,1330.3,157000
7,2009,20,446,1330.3,83.8
7,2009,52,151,1330.3,11825
7,2009,23,4172,1330.3,1639.6
7,2010,17,645,1291.9,513.4
7,2010,30,234,1291.9,387.8
7,2010,41,58,1291.9,9.2
7,2010,83,1,1291.9,0.6
7,2010,39,9000,1291.9,5000
7,2010,20,5,1291.9,1.9
7,2010,23,15,1291.9,3.7
7,2010,17,3966,1291.9,6595.5
7,2010,79,5,1291.9,1.9
7,2010,41,1924,1291.9,558
7,2010,20,93,1291.9,24
7,2010,23,11,1291.9,1.9
7,2010,50,5,1291.9,5.2
7,2010,79,1499,1291.9,658.1
7,2010,30,24,1291.9,49.5
7,2010,41,770,1291.9,244.9
7,2010,47,260,1291.9,3386.2
7,2010,105,226,1291.9,35.3
7,2010,39,83000,1291.9,121000
7,2010,20,414,1291.9,76.2
7,2010,52,405,1291.9,26060.5
7,2010,23,3478,1291.9,1318.2
7,2011,17,725,1346.2,554.6
7,2011,30,78,1346.2,82.6
7,2011,41,39,1346.2,6.6
7,2011,83,2,1346.2,0.9
7,2011,39,4000,1346.2,5000
7,2011,20,10,1346.2,2.2
7,2011,23,34,1346.2,8.4
7,2011,17,1778,1346.2,3106.2
7,2011,41,776,1346.2,260.7
7,2011,39,1000,1346.2,3000
7,2011,20,53,1346.2,17
7,2011,23,4,1346.2,1.6
7,2011,50,4,1346.2,3.9
7,2011,17,50,1346.2,48
7,2011,79,972,1346.2,313
7,2011,30,2,1346.2,6.8
7,2011,41,351,1346.2,99.3
7,2011,47,216,1346.2,2583.1
7,2011,105,105,1346.2,17.4
7,2011,39,88000,1346.2,185000
7,2011,20,111,1346.2,19.1
7,2011,52,317,1346.2,22108.2
7,2011,23,3092,1346.2,958.5
7,2012,17,597,1405.9,591
7,2012,30,113,1405.9,171.7
7,2012,41,20,1405.9,2.4
7,2012,83,1,1405.9,0.8
7,2012,39,4000,1405.9,6000
7,2012,20,19,1405.9,5.9
7,2012,23,14,1405.9,5
7,2012,17,3983,1405.9,6022.3
7,2012,41,1163,1405.9,466.4
7,2012,39,225000,1405.9,2000
7,2012,20,53,1405.9,17.5
7,2012,17,48,1405.9,98.2
7,2012,79,647,1405.9,326.1
7,2012,30,51,1405.9,124.9
7,2012,41,601,1405.9,232.6
7,2012,47,218,1405.9,3081.4
7,2012,105,126,1405.9,27.6
7,2012,39,79000,1405.9,219000
7,2012,20,69,1405.9,15.2
7,2012,52,176,1405.9,13215.7
7,2012,23,3224,1405.9,1466.9
7,2013,17,276,1632.4,356.3
7,2013,30,35,1632.4,43.8
7,2013,41,15,1632.4,2.2
7,2013,83,1,1632.4,0.4
7,2013,39,4000,1632.4,6000
7,2013,20,5,1632.4,2.2
7,2013,23,10,1632.4,2.8
7,2013,17,1470,1632.4,3494.2
7,2013,30,1,1632.4,1.2
7,2013,41,1218,1632.4,562.7
7,2013,39,1000,1632.4,4000
7,2013,20,13,1632.4,5.3
7,2013,23,12,1632.4,3.1
7,2013,50,3,1632.4,7.4
7,2013,17,52,1632.4,98.5
7,2013,79,522,1632.4,216.6
7,2013,41,513,1632.4,190.8
7,2013,47,329,1632.4,4648.8
7,2013,105,95,1632.4,19.2
7,2013,39,88000,1632.4,238000
7,2013,20,90,1632.4,19
7,2013,52,222,1632.4,17152.6
7,2013,23,2931,1632.4,1254.5
7,2014,17,121,1536.9,139.9
7,2014,30,107,1536.9,135.6
7,2014,41,28,1536.9,8.3
7,2014,39,6000,1536.9,12000
7,2014,20,3,1536.9,0.7
7,2014,23,4,1536.9,1.2
7,2014,17,1644,1536.9,3312.7
7,2014,79,16,1536.9,6.5
7,2014,30,3,1536.9,5.8
7,2014,41,2252,1536.9,1056.2
7,2014,20,43,1536.9,13.6
7,2014,17,9,1536.9,17.3
7,2014,79,608,1536.9,277.2
7,2014,30,19,1536.9,24.8
7,2014,41,592,1536.9,213.1
7,2014,47,505,1536.9,7950.7
7,2014,105,262,1536.9,66.8
7,2014,39,92000,1536.9,312000
7,2014,20,258,1536.9,68.9
7,2014,52,241,1536.9,16773.6
7,2014,23,2639,1536.9,1243
7,2015,17,323,1210.1,273.9
7,2015,30,35,1210.1,41.1
7,2015,83,2,1210.1,1.1
7,2015,39,5000,1210.1,6000
7,2015,20,9,1210.1,2.3
7,2015,23,9,1210.1,3.1
7,2015,17,2597,1210.1,3428
7,2015,30,4,1210.1,5.7
7,2015,41,1419,1210.1,676.9
7,2015,20,14,1210.1,4.7
7,2015,50,8,1210.1,9.1
7,2015,17,16,1210.1,30.3
7,2015,79,479,1210.1,190.2
7,2015,30,2,1210.1,1.9
7,2015,41,235,1210.1,83.9
7,2015,47,170,1210.1,2371.2
7,2015,105,1,1210.1,0.2
7,2015,39,81000,1210.1,131000
7,2015,20,187,1210.1,31
7,2015,52,518,1210.1,32845.9
7,2015,23,2410,1210.1,1048.4
7,1997,17,21,1504.5,20
7,1997,30,5211,1504.5,5635
7,1997,85,1270,1504.5,1239
7,1997,83,3740,1504.5,2828
7,1997,50,521,1504.5,563
7,1997,17,104,1504.5,108
7,1997,30,1,1504.5,2
7,1997,85,447,1504.5,524
7,1997,83,47,1504.5,38
7,1997,20,1882,1504.5,636
7,1997,47,9,1504.5,68
7,1997,78,1106,1504.5,352
7,1997,17,19,1504.5,14
7,1997,79,987,1504.5,305
7,1997,85,38280,1504.5,52235
7,1997,83,23,1504.5,12
7,1997,20,17,1504.5,1
7,1997,52,66,1504.5,4002
7,1997,23,1832,1504.5,346
7,1998,17,105,1357.1,103
7,1998,30,5992,1357.1,7800
7,1998,41,8,1357.1,1
7,1998,83,4187,1357.1,3740
7,1998,39,1685,1357.1,1865
7,1998,20,15,1357.1,3
7,1998,17,323,1357.1,339
7,1998,83,82,1357.1,56
7,1998,39,536,1357.1,595
7,1998,20,1712,1357.1,393
7,1998,50,3,1357.1,4
7,1998,17,359,1357.1,460
7,1998,79,1177,1357.1,286
7,1998,30,1,1357.1,1
7,1998,41,2463,1357.1,616
7,1998,47,8,1357.1,72
7,1998,83,104,1357.1,29
7,1998,105,602,1357.1,40
7,1998,39,39638,1357.1,72180
7,1998,20,5,1357.1,2
7,1998,52,345,1357.1,24034
7,1998,23,3667,1357.1,667
7,1999,39,2000,1484.3,1000
7,1999,78,3840,1484.3,2730
7,1999,57,1160,1484.3,560
7,1999,32,960,1484.3,560
7,1999,45,220,1484.3,430
7,1999,35,380,1484.3,380
7,1999,7,450,1484.3,1130
7,1999,17,1150,1484.3,1130
7,1999,66,2080,1484.3,940
7,1999,30,4580,1484.3,4950
7,1999,1,640,1484.3,2670
7,1999,41,500,1484.3,290
7,1999,56,3150,1484.3,1480
7,1999,83,9940,1484.3,8900
7,1999,20,1100,1484.3,530
7,1999,91,1530,1484.3,700
7,1999,67,810,1484.3,6890
7,1999,89,570,1484.3,830
7,1999,23,2840,1484.3,1930
7,1999,32,30,1484.3,20
7,1999,49,30,1484.3,10
7,1999,35,640,1484.3,700
7,1999,90,20,1484.3,50
7,1999,101,100,1484.3,60
7,1999,17,1140,1484.3,1430
7,1999,79,7600,1484.3,3120
7,1999,37,90,1484.3,70
7,1999,30,120,1484.3,180
7,1999,41,3440,1484.3,2030
7,1999,56,3350,1484.3,1640
7,1999,83,1070,1484.3,1260
7,1999,105,2840,1484.3,1900
7,1999,20,6540,1484.3,3340
7,1999,103,810,1484.3,390
7,1999,23,5870,1484.3,3990
7,1999,50,10,1484.3,20
7,1999,39,590,1484.3,680
7,1999,12,200,1484.3,1840
7,1999,2,70,1484.3,200
7,1999,86,150,1484.3,110
7,1999,39,33000,1484.3,56000
7,1999,52,240,1484.3,19440
7,2000,39,1750,1097.2,1700
7,2000,78,3970,1097.2,4020
7,2000,57,1140,1097.2,630
7,2000,32,910,1097.2,630
7,2000,45,420,1097.2,520
7,2000,7,610,1097.2,1250
7,2000,17,251,1097.2,306.4
7,2000,79,673,1097.2,164.9
7,2000,66,2060,1097.2,930
7,2000,30,5176,1097.2,6502.4
7,2000,1,570,1097.2,2530
7,2000,41,1455,1097.2,395.8
7,2000,56,3420,1097.2,1540
7,2000,83,3888,1097.2,3343.1
7,2000,20,797,1097.2,180.3
7,2000,91,1530,1097.2,770
7,2000,103,100,1097.2,40
7,2000,23,2285,1097.2,413.6
7,2000,32,30,1097.2,20
7,2000,101,80,1097.2,50
7,2000,56,3330,1097.2,1810
7,2000,34,28,1097.2,19
7,2000,105,290,1097.2,20.3
7,2000,103,390,1097.2,220
7,2000,50,1,1097.2,0.1
7,2000,39,460,1097.2,440
